PZ7180000020811_DVU	GO:0003824	GJ12748 [Drosophila virilis]
PZ7180000000012_CL	GO:0030267	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000012_CL	GO:0055114	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000012_CL	GO:0043648	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000012_CL	GO:0016618	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000012_CL	GO:0005829	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000012_CL	GO:0008465	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000012_CL	GO:0007588	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000014_CL	GO:0048037	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000014_CL	GO:0003824	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000017_CL	GO:0048037	glyoxylate hydroxypyruvate reductase
PZ7180000000017_CL	GO:0003824	glyoxylate hydroxypyruvate reductase
PZ7180000000020_CL	GO:0031406	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0051287	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0050661	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0005515	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0030267	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0055114	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0043648	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0016618	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0005829	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0008465	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000020_CL	GO:0007588	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000021_CL	GO:0048037	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000021_CL	GO:0003824	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000022_CL	GO:0048037	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000022_CL	GO:0003824	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000023_CL	GO:0005488	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0031406	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0051287	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0050661	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0005515	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0030267	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0055114	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0043648	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0016618	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0005829	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0008465	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000013_CL	GO:0007588	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000015_CL	GO:0005488	glyoxylate reductase hydroxypyruvate reductase
PZ7180000000018_CL	GO:0005515	phosphoglycerate dehydrogenase
PZ7180000000018_CL	GO:0040010	phosphoglycerate dehydrogenase
PZ7180000000018_CL	GO:0009792	phosphoglycerate dehydrogenase
PZ7180000000018_CL	GO:0003824	phosphoglycerate dehydrogenase
PZ7180000000019_CL	GO:0004617	d-3-phosphoglycerate dehydrogenase
PZ7180000000019_CL	GO:0016597	d-3-phosphoglycerate dehydrogenase
PZ7180000000019_CL	GO:0005829	d-3-phosphoglycerate dehydrogenase
PZ7180000000019_CL	GO:0055114	d-3-phosphoglycerate dehydrogenase
PZ7180000000019_CL	GO:0051287	d-3-phosphoglycerate dehydrogenase
PZ7180000000008_CM	GO:0005625	cathepsin b
PZ7180000000008_CM	GO:0016324	cathepsin b
PZ7180000000008_CM	GO:0009611	cathepsin b
PZ7180000000008_CM	GO:0005764	cathepsin b
PZ7180000000008_CM	GO:0009897	cathepsin b
PZ7180000000008_CM	GO:0042277	cathepsin b
PZ7180000000008_CM	GO:0030984	cathepsin b
PZ7180000000008_CM	GO:0005576	cathepsin b
PZ7180000000008_CM	GO:0004197	cathepsin b
PZ7180000000008_CM	GO:0006508	cathepsin b
PZ7180000000008_CM	GO:0050790	cathepsin b
PZ7180000000008_CM	GO:0005739	cathepsin b
PZ7180000000009_CM	GO:0006508	cathepsin l
PZ7180000000009_CM	GO:0004197	cathepsin l
PZ7180000000010_CM	GO:0006508	cathepsin l
PZ7180000000010_CM	GO:0004197	cathepsin l
PZ7180000000012_CM	GO:0005576	homologue of sarcophaga proteinase
PZ7180000000012_CM	GO:0006508	homologue of sarcophaga proteinase
PZ7180000000012_CM	GO:0005811	homologue of sarcophaga proteinase
PZ7180000000012_CM	GO:0006810	homologue of sarcophaga proteinase
PZ7180000000012_CM	GO:0005215	homologue of sarcophaga proteinase
PZ7180000000012_CM	GO:0004197	homologue of sarcophaga proteinase
PZ7180000000014_CM	GO:0006508	cathepsin l
PZ7180000000014_CM	GO:0004197	cathepsin l
PZ7180000000015_CM	GO:0030154	cathepsin l
PZ7180000000015_CM	GO:0005764	cathepsin l
PZ7180000000015_CM	GO:0007275	cathepsin l
PZ7180000000015_CM	GO:0004197	cathepsin l
PZ7180000000015_CM	GO:0006508	cathepsin l
PZ7180000000011_CM	GO:0042600	tubulointerstitial nephritis antigen
PZ144_CM	GO:0008233	tubulointerstitial nephritis antigen
PZ181_CM	GO:0005856	cathepsin o
PZ181_CM	GO:0016702	cathepsin o
PZ181_CM	GO:0006508	cathepsin o
PZ181_CM	GO:0004197	cathepsin o
PZ181_CM	GO:0005737	cathepsin o
PZ7180000000015_CN	GO:0005975	teratocyte released chitinase
PZ7180000000015_CN	GO:0016798	teratocyte released chitinase
PZ7180000000008_CN	GO:0008152	brain chitinase and chia
PZ7180000000008_CN	GO:0016787	brain chitinase and chia
PZ7180000000009_CN	GO:0008152	midgut chitinase
PZ7180000000009_CN	GO:0016787	midgut chitinase
PZ7180000000011_CN	GO:0004568	chitinase 7
PZ7180000000011_CN	GO:0006032	chitinase 7
PZ7180000000011_CN	GO:0043169	chitinase 7
PZ7180000000011_CN	GO:0008061	chitinase 7
PZ7180000000011_CN	GO:0005576	chitinase 7
PZ7180000000012_CN	GO:0008152	brain chitinase and chia
PZ7180000000012_CN	GO:0016787	brain chitinase and chia
PZ7180000000013_CN	GO:0008152	midgut chitinase
PZ7180000000013_CN	GO:0016787	midgut chitinase
PZ7180000000010_CN	GO:0004553	teratocyte released chitinase
PZ7180000000010_CN	GO:0005488	teratocyte released chitinase
PZ7180000000010_CN	GO:0006030	teratocyte released chitinase
PZ7180000000014_CN	GO:0008152	midgut chitinase
PZ7180000000014_CN	GO:0016787	midgut chitinase
PZ244_CN	GO:0016787	brain chitinase and chia
PZ7180000000004_EH	GO:0016021	high-affinity copper uptake protein
PZ7180000000004_EH	GO:0006825	high-affinity copper uptake protein
PZ7180000000004_EH	GO:0005375	high-affinity copper uptake protein
PZ7180000000006_EH	GO:0016021	high-affinity copper uptake protein
PZ7180000000006_EH	GO:0006825	high-affinity copper uptake protein
PZ7180000000006_EH	GO:0005375	high-affinity copper uptake protein
PZ7180000000007_EH	GO:0016021	high-affinity copper uptake protein
PZ7180000000007_EH	GO:0006825	high-affinity copper uptake protein
PZ7180000000007_EH	GO:0005375	high-affinity copper uptake protein
PZ120_EH	GO:0016021	high-affinity copper uptake protein
PZ120_EH	GO:0006825	high-affinity copper uptake protein
PZ120_EH	GO:0005375	high-affinity copper uptake protein
PZ136_EH	GO:0006825	solute carrier family 31 (copper transporters) member 1
PZ136_EH	GO:0016021	solute carrier family 31 (copper transporters) member 1
PZ136_EH	GO:0005375	solute carrier family 31 (copper transporters) member 1
PZ7180000000014_EL	GO:0016787	5 nucleotidase
PZ7180000000014_EL	GO:0005488	5 nucleotidase
PZ7180000000008_EM	GO:0005840	bicoid stability factor
PZ7180000000008_EM	GO:0003735	bicoid stability factor
PZ7180000000008_EM	GO:0042254	bicoid stability factor
PZ7180000000008_EM	GO:0006414	bicoid stability factor
PZ7180000000009_EM	GO:0003735	ribosomal protein p0
PZ7180000000009_EM	GO:0005811	ribosomal protein p0
PZ7180000000009_EM	GO:0042254	ribosomal protein p0
PZ7180000000009_EM	GO:0022625	ribosomal protein p0
PZ7180000000009_EM	GO:0005634	ribosomal protein p0
PZ7180000000009_EM	GO:0003906	ribosomal protein p0
PZ7180000000009_EM	GO:0006414	ribosomal protein p0
PZ7180000000009_EM	GO:0006281	ribosomal protein p0
PZ7180000000012_EM	GO:0003735	ribosomal protein p0
PZ7180000000012_EM	GO:0005811	ribosomal protein p0
PZ7180000000012_EM	GO:0042254	ribosomal protein p0
PZ7180000000012_EM	GO:0022625	ribosomal protein p0
PZ7180000000012_EM	GO:0005634	ribosomal protein p0
PZ7180000000012_EM	GO:0003906	ribosomal protein p0
PZ7180000000012_EM	GO:0006414	ribosomal protein p0
PZ7180000000012_EM	GO:0006281	ribosomal protein p0
PZ7180000000013_EM	GO:0003735	ribosomal protein p0
PZ7180000000013_EM	GO:0005811	ribosomal protein p0
PZ7180000000013_EM	GO:0042254	ribosomal protein p0
PZ7180000000013_EM	GO:0022625	ribosomal protein p0
PZ7180000000013_EM	GO:0005634	ribosomal protein p0
PZ7180000000013_EM	GO:0003906	ribosomal protein p0
PZ7180000000013_EM	GO:0006412	ribosomal protein p0
PZ7180000000013_EM	GO:0006281	ribosomal protein p0
PZ7180000000007_EM	GO:0003735	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0005811	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0042254	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0022625	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0005634	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0003906	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0006414	60s acidic ribosomal protein p0
PZ7180000000007_EM	GO:0006281	60s acidic ribosomal protein p0
PZ7180000000010_EM	GO:0005840	60s acidic ribosomal protein p0
PZ7180000000010_EM	GO:0009790	60s acidic ribosomal protein p0
PZ7180000000010_EM	GO:0003735	60s acidic ribosomal protein p0
PZ7180000000010_EM	GO:0042254	60s acidic ribosomal protein p0
PZ7180000000010_EM	GO:0006414	60s acidic ribosomal protein p0
PZ668_EM	GO:0003735	60s acidic ribosomal protein p0
PZ668_EM	GO:0005811	60s acidic ribosomal protein p0
PZ668_EM	GO:0042254	60s acidic ribosomal protein p0
PZ668_EM	GO:0022625	60s acidic ribosomal protein p0
PZ668_EM	GO:0005634	60s acidic ribosomal protein p0
PZ668_EM	GO:0003906	60s acidic ribosomal protein p0
PZ668_EM	GO:0006414	60s acidic ribosomal protein p0
PZ668_EM	GO:0006281	60s acidic ribosomal protein p0
PZ7180000000006_EN	GO:0006457	tnf receptor-associated protein 1
PZ7180000000006_EN	GO:0005524	tnf receptor-associated protein 1
PZ7180000000006_EN	GO:0051082	tnf receptor-associated protein 1
PZ7180000000006_EN	GO:0005164	tnf receptor-associated protein 1
PZ7180000000006_EN	GO:0005739	tnf receptor-associated protein 1
PZ7180000000007_EN	GO:0005811	glycoprotein 93
PZ7180000000007_EN	GO:0051082	glycoprotein 93
PZ7180000000005_EN	GO:0006457	heat shock protein 90
PZ7180000000005_EN	GO:0051082	heat shock protein 90
PZ7180000000005_EN	GO:0005737	heat shock protein 90
PZ7180000000005_EN	GO:0005524	heat shock protein 90
PZ7180000000005_EN	GO:0006950	heat shock protein 90
PZ7180000000008_EN	GO:0006457	glycoprotein 93
PZ7180000000008_EN	GO:0005811	glycoprotein 93
PZ7180000000008_EN	GO:0005524	glycoprotein 93
PZ7180000000008_EN	GO:0051082	glycoprotein 93
PZ7180000000008_EN	GO:0005783	glycoprotein 93
PZ7180000000009_EN	GO:0006457	heat shock protein 90
PZ7180000000009_EN	GO:0051082	heat shock protein 90
PZ7180000000009_EN	GO:0005524	heat shock protein 90
PZ7180000000009_EN	GO:0006950	heat shock protein 90
PZ1004_EN	GO:0006457	heat shock protein 90
PZ1004_EN	GO:0051082	heat shock protein 90
PZ1004_EN	GO:0005524	heat shock protein 90
PZ1004_EN	GO:0006950	heat shock protein 90
PZ7180000000010_EO	GO:0003735	60s ribosomal protein l3
PZ7180000000010_EO	GO:0022625	60s ribosomal protein l3
PZ7180000000010_EO	GO:0006412	60s ribosomal protein l3
PZ7180000000014_EO	GO:0000022	ribosomal protein l3
PZ7180000000014_EO	GO:0003735	ribosomal protein l3
PZ7180000000014_EO	GO:0022625	ribosomal protein l3
PZ7180000000014_EO	GO:0006412	ribosomal protein l3
PZ7180000000015_EO	GO:0000022	ribosomal protein l3
PZ7180000000015_EO	GO:0003735	ribosomal protein l3
PZ7180000000015_EO	GO:0022625	ribosomal protein l3
PZ7180000000015_EO	GO:0006412	ribosomal protein l3
PZ7180000000008_EO	GO:0000022	ribosomal protein l3
PZ7180000000008_EO	GO:0003735	ribosomal protein l3
PZ7180000000008_EO	GO:0022625	ribosomal protein l3
PZ7180000000008_EO	GO:0006412	ribosomal protein l3
PZ7180000000022_BM	GO:0005488	multi-binding protein
PZ7180000000021_BM	GO:0005488	lectin 5
PZ7180000000024_BM	GO:0005488	26-kda lectin
PZ7180000000009_BN	GO:0006367	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0000718	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0006468	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0005654	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0008022	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0004693	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0008283	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0030521	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0051301	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0000079	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0008353	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0007067	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0003713	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0006368	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0045944	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0005524	cyclin-dependent kinase 7
PZ7180000000009_BN	GO:0050681	cyclin-dependent kinase 7
PZ7180000000010_BN	GO:0006928	p38 mapk
PZ7180000000010_BN	GO:0004708	p38 mapk
PZ7180000000010_BN	GO:0030510	p38 mapk
PZ7180000000010_BN	GO:0005829	p38 mapk
PZ7180000000010_BN	GO:0007265	p38 mapk
PZ7180000000010_BN	GO:0009651	p38 mapk
PZ7180000000010_BN	GO:0000165	p38 mapk
PZ7180000000010_BN	GO:0006935	p38 mapk
PZ7180000000010_BN	GO:0007476	p38 mapk
PZ7180000000010_BN	GO:0005524	p38 mapk
PZ7180000000010_BN	GO:0005515	p38 mapk
PZ7180000000010_BN	GO:0008339	p38 mapk
PZ7180000000010_BN	GO:0005654	p38 mapk
PZ7180000000010_BN	GO:0045088	p38 mapk
PZ7180000000010_BN	GO:0006468	p38 mapk
PZ7180000000011_BN	GO:0004674	cyclin-dependent kinase 8
PZ7180000000011_BN	GO:0005524	cyclin-dependent kinase 8
PZ7180000000011_BN	GO:0000082	cyclin-dependent kinase 8
PZ7180000000011_BN	GO:0005634	cyclin-dependent kinase 8
PZ7180000000011_BN	GO:0006468	cyclin-dependent kinase 8
PZ7180000000012_BN	GO:0051291	protein kinase lyk5
PZ7180000000012_BN	GO:0043234	protein kinase lyk5
PZ7180000000012_BN	GO:0032147	protein kinase lyk5
PZ7180000000012_BN	GO:0004674	protein kinase lyk5
PZ7180000000013_BN	GO:0032147	protein kinase lyk5
PZ7180000000013_BN	GO:0004672	protein kinase lyk5
PZ7180000000013_BN	GO:0006611	protein kinase lyk5
PZ7180000000013_BN	GO:0005515	protein kinase lyk5
PZ7180000000013_BN	GO:0005737	protein kinase lyk5
PZ7180000000013_BN	GO:0005634	protein kinase lyk5
PZ7180000000013_BN	GO:0006468	protein kinase lyk5
PZ7180000000014_BN	GO:0006468	cdc2-related kinase
PZ7180000000014_BN	GO:0008353	cdc2-related kinase
PZ7180000000014_BN	GO:0005524	cdc2-related kinase
PZ7180000000014_BN	GO:0004693	cdc2-related kinase
PZ7180000000014_BN	GO:0051301	cdc2-related kinase
PZ7180000000015_BN	GO:0006468	cdc2-related kinase
PZ7180000000015_BN	GO:0008353	cdc2-related kinase
PZ7180000000015_BN	GO:0005524	cdc2-related kinase
PZ7180000000015_BN	GO:0005634	cdc2-related kinase
PZ7180000000015_BN	GO:0004693	cdc2-related kinase
PZ7180000000015_BN	GO:0051301	cdc2-related kinase
PZ7180000000008_BN	GO:0032147	serine threonine protein kinase
PZ7180000000008_BN	GO:0004672	serine threonine protein kinase
PZ7180000000008_BN	GO:0006611	serine threonine protein kinase
PZ7180000000008_BN	GO:0005515	serine threonine protein kinase
PZ7180000000008_BN	GO:0005737	serine threonine protein kinase
PZ7180000000008_BN	GO:0005634	serine threonine protein kinase
PZ7180000000008_BN	GO:0006468	serine threonine protein kinase
PZ249_BN	GO:0006468	cdc2-related kinase
PZ249_BN	GO:0008353	cdc2-related kinase
PZ249_BN	GO:0005524	cdc2-related kinase
PZ242_BN	GO:0030510	p38 map kinase
PZ242_BN	GO:0009651	p38 map kinase
PZ242_BN	GO:0000165	p38 map kinase
PZ242_BN	GO:0016909	p38 map kinase
PZ242_BN	GO:0007476	p38 map kinase
PZ242_BN	GO:0005524	p38 map kinase
PZ242_BN	GO:0045088	p38 map kinase
PZ242_BN	GO:0005634	p38 map kinase
PZ242_BN	GO:0006468	p38 map kinase
PZ180_BN	GO:0004707	mitogen-activated protein kinase 3
PZ180_BN	GO:0005829	mitogen-activated protein kinase 3
PZ180_BN	GO:0007265	mitogen-activated protein kinase 3
PZ180_BN	GO:0007049	mitogen-activated protein kinase 3
PZ180_BN	GO:0005856	mitogen-activated protein kinase 3
PZ180_BN	GO:0005730	mitogen-activated protein kinase 3
PZ180_BN	GO:0005524	mitogen-activated protein kinase 3
PZ180_BN	GO:0009790	mitogen-activated protein kinase 3
PZ180_BN	GO:0005515	mitogen-activated protein kinase 3
PZ180_BN	GO:0044419	mitogen-activated protein kinase 3
PZ180_BN	GO:0005654	mitogen-activated protein kinase 3
PZ180_BN	GO:0006468	mitogen-activated protein kinase 3
PZ201_BN	GO:0006468	cyclin-dependent protein kinase
PZ201_BN	GO:0008353	cyclin-dependent protein kinase
PZ201_BN	GO:0005524	cyclin-dependent protein kinase
PZ205_BN	GO:0007284	cg5363
PZ205_BN	GO:0007141	cg5363
PZ205_BN	GO:0051726	cg5363
PZ205_BN	GO:0000086	cg5363
PZ205_BN	GO:0055059	cg5363
PZ205_BN	GO:0005524	cg5363
PZ205_BN	GO:0005515	cg5363
PZ205_BN	GO:0048142	cg5363
PZ205_BN	GO:0004693	cg5363
PZ205_BN	GO:0008315	cg5363
PZ205_BN	GO:0005634	cg5363
PZ205_BN	GO:0006468	cg5363
PZ205_BN	GO:0016245	cg5363
PZ210_BN	GO:0060059	cyclin-dependent kinase 5
PZ210_BN	GO:0021766	cyclin-dependent kinase 5
PZ210_BN	GO:0030334	cyclin-dependent kinase 5
PZ210_BN	GO:0048148	cyclin-dependent kinase 5
PZ210_BN	GO:0048813	cyclin-dependent kinase 5
PZ210_BN	GO:0007160	cyclin-dependent kinase 5
PZ210_BN	GO:0030426	cyclin-dependent kinase 5
PZ210_BN	GO:0051301	cyclin-dependent kinase 5
PZ210_BN	GO:0033136	cyclin-dependent kinase 5
PZ210_BN	GO:0045956	cyclin-dependent kinase 5
PZ210_BN	GO:0014044	cyclin-dependent kinase 5
PZ210_BN	GO:0030027	cyclin-dependent kinase 5
PZ210_BN	GO:0031594	cyclin-dependent kinase 5
PZ210_BN	GO:0005829	cyclin-dependent kinase 5
PZ210_BN	GO:0048935	cyclin-dependent kinase 5
PZ210_BN	GO:0043025	cyclin-dependent kinase 5
PZ210_BN	GO:0019233	cyclin-dependent kinase 5
PZ210_BN	GO:0043524	cyclin-dependent kinase 5
PZ210_BN	GO:0008306	cyclin-dependent kinase 5
PZ210_BN	GO:0060079	cyclin-dependent kinase 5
PZ210_BN	GO:0030175	cyclin-dependent kinase 5
PZ210_BN	GO:0002039	cyclin-dependent kinase 5
PZ210_BN	GO:0043525	cyclin-dependent kinase 5
PZ210_BN	GO:0035249	cyclin-dependent kinase 5
PZ210_BN	GO:0001963	cyclin-dependent kinase 5
PZ210_BN	GO:0050321	cyclin-dependent kinase 5
PZ210_BN	GO:0007519	cyclin-dependent kinase 5
PZ210_BN	GO:0021634	cyclin-dependent kinase 5
PZ210_BN	GO:0008542	cyclin-dependent kinase 5
PZ210_BN	GO:0031397	cyclin-dependent kinase 5
PZ210_BN	GO:0030424	cyclin-dependent kinase 5
PZ210_BN	GO:0021954	cyclin-dependent kinase 5
PZ210_BN	GO:0004693	cyclin-dependent kinase 5
PZ210_BN	GO:0022038	cyclin-dependent kinase 5
PZ210_BN	GO:0021697	cyclin-dependent kinase 5
PZ210_BN	GO:0030549	cyclin-dependent kinase 5
PZ210_BN	GO:0031914	cyclin-dependent kinase 5
PZ210_BN	GO:0005524	cyclin-dependent kinase 5
PZ210_BN	GO:0046826	cyclin-dependent kinase 5
PZ210_BN	GO:0010842	cyclin-dependent kinase 5
PZ210_BN	GO:0008283	cyclin-dependent kinase 5
PZ210_BN	GO:0030425	cyclin-dependent kinase 5
PZ210_BN	GO:0043113	cyclin-dependent kinase 5
PZ210_BN	GO:0005176	cyclin-dependent kinase 5
PZ210_BN	GO:0035173	cyclin-dependent kinase 5
PZ210_BN	GO:0045786	cyclin-dependent kinase 5
PZ210_BN	GO:0008045	cyclin-dependent kinase 5
PZ210_BN	GO:0032801	cyclin-dependent kinase 5
PZ210_BN	GO:0005634	cyclin-dependent kinase 5
PZ210_BN	GO:0043125	cyclin-dependent kinase 5
PZ210_BN	GO:0045860	cyclin-dependent kinase 5
PZ210_BN	GO:0021819	cyclin-dependent kinase 5
PZ210_BN	GO:0016020	cyclin-dependent kinase 5
PZ210_BN	GO:0001764	cyclin-dependent kinase 5
PZ7180000000013_BO	GO:0020037	oxidase peroxidase
PZ7180000000013_BO	GO:0004601	oxidase peroxidase
PZ7180000000013_BO	GO:0006979	oxidase peroxidase
PZ7180000000015_BO	GO:0007306	oxidase peroxidase
PZ7180000000015_BO	GO:0020037	oxidase peroxidase
PZ7180000000015_BO	GO:0004601	oxidase peroxidase
PZ7180000000015_BO	GO:0005576	oxidase peroxidase
PZ7180000000015_BO	GO:0042600	oxidase peroxidase
PZ7180000000015_BO	GO:0006911	oxidase peroxidase
PZ7180000000016_BO	GO:0005506	peroxidase
PZ7180000000016_BO	GO:0042600	peroxidase
PZ7180000000016_BO	GO:0006911	peroxidase
PZ7180000000017_BO	GO:0016491	peroxidasin homolog
PZ7180000000019_BO	GO:0005506	oxidase peroxidase
PZ7180000000019_BO	GO:0042600	oxidase peroxidase
PZ7180000000019_BO	GO:0006911	oxidase peroxidase
PZ53_BO	GO:0020037	oxidase peroxidase
PZ53_BO	GO:0004601	oxidase peroxidase
PZ53_BO	GO:0006979	oxidase peroxidase
PZ61_BO	GO:0007306	oxidase peroxidase
PZ61_BO	GO:0020037	oxidase peroxidase
PZ61_BO	GO:0004601	oxidase peroxidase
PZ61_BO	GO:0005576	oxidase peroxidase
PZ61_BO	GO:0042600	oxidase peroxidase
PZ61_BO	GO:0006911	oxidase peroxidase
PZ90_BO	GO:0007306	oxidase peroxidase
PZ90_BO	GO:0020037	oxidase peroxidase
PZ90_BO	GO:0004601	oxidase peroxidase
PZ90_BO	GO:0005576	oxidase peroxidase
PZ90_BO	GO:0042600	oxidase peroxidase
PZ90_BO	GO:0006911	oxidase peroxidase
PZ7180000000031_BP	GO:0006096	fructose -bisphosphate aldolase
PZ7180000000031_BP	GO:0004332	fructose -bisphosphate aldolase
PZ7180000000028_BP	GO:0001666	aldolase
PZ7180000000028_BP	GO:0016321	aldolase
PZ7180000000028_BP	GO:0007498	aldolase
PZ7180000000028_BP	GO:0032837	aldolase
PZ7180000000028_BP	GO:0004672	aldolase
PZ7180000000028_BP	GO:0007100	aldolase
PZ7180000000028_BP	GO:0043060	aldolase
PZ7180000000028_BP	GO:0007094	aldolase
PZ7180000000028_BP	GO:0000705	aldolase
PZ7180000000028_BP	GO:0006096	aldolase
PZ7180000000028_BP	GO:0004332	aldolase
PZ7180000000028_BP	GO:0006468	aldolase
PZ7180000000034_BP	GO:0001666	aldolase
PZ7180000000034_BP	GO:0016321	aldolase
PZ7180000000034_BP	GO:0007498	aldolase
PZ7180000000034_BP	GO:0032837	aldolase
PZ7180000000034_BP	GO:0004674	aldolase
PZ7180000000034_BP	GO:0007100	aldolase
PZ7180000000034_BP	GO:0043060	aldolase
PZ7180000000034_BP	GO:0007094	aldolase
PZ7180000000034_BP	GO:0005524	aldolase
PZ7180000000034_BP	GO:0000705	aldolase
PZ7180000000034_BP	GO:0006096	aldolase
PZ7180000000034_BP	GO:0004332	aldolase
PZ7180000000034_BP	GO:0006468	aldolase
PZ7180000000035_BP	GO:0065008	fructose -bisphosphate aldolase
PZ7180000000035_BP	GO:0043229	fructose -bisphosphate aldolase
PZ7180000000035_BP	GO:0043227	fructose -bisphosphate aldolase
PZ7180000000035_BP	GO:0006096	fructose -bisphosphate aldolase
PZ7180000000035_BP	GO:0004332	fructose -bisphosphate aldolase
PZ7180000000036_BP	GO:0001666	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0016321	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0007498	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0032837	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0004674	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0007100	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0043060	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0007094	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0005524	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0000705	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0006096	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0004332	fructose-bisphosphate aldolase
PZ7180000000036_BP	GO:0006468	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0001666	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0016321	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0007498	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0032837	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0004674	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0007100	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0043060	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0007094	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0005524	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0000705	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0006096	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0004332	fructose-bisphosphate aldolase
PZ7180000000037_BP	GO:0006468	fructose-bisphosphate aldolase
PZ7180000000041_BP	GO:0001666	aldolase
PZ7180000000041_BP	GO:0016321	aldolase
PZ7180000000041_BP	GO:0007498	aldolase
PZ7180000000041_BP	GO:0032837	aldolase
PZ7180000000041_BP	GO:0004674	aldolase
PZ7180000000041_BP	GO:0007100	aldolase
